image,split,cr,actual_cr,sigma,seed,method,stage,psnr,ssim
coins,test,0.1,0.1001129150390625,0.0,2026,hqs,3,29.207262572882094,0.8609673487157449
coins,test,0.1,0.1001129150390625,0.0,2026,hqs,4,29.851024592373705,0.875454235994339
coins,test,0.1,0.1001129150390625,0.0,2026,hqs,5,30.15651440950878,0.8826878172903359
coins,test,0.1,0.1001129150390625,0.0,2026,hqs,6,30.32752829612644,0.8884585161930472
coins,test,0.1,0.1001129150390625,0.0,2026,admm,1,26.005850412807064,0.7024962231126819
coins,test,0.1,0.1001129150390625,0.0,2026,admm,2,28.561869444282912,0.8394303438508119
coins,test,0.1,0.1001129150390625,0.0,2026,admm,3,29.596849394546872,0.8709918167046867
coins,test,0.1,0.1001129150390625,0.0,2026,admm,4,29.93633686027495,0.8767151410715729
coins,test,0.1,0.1001129150390625,0.0,2026,admm,5,30.233461181330505,0.8851276764130741
coins,test,0.1,0.1001129150390625,0.0,2026,admm,6,30.39816001937819,0.8889560434123873
coins,test,0.25,0.25,0.0,2026,hqs,1,29.530961970154287,0.8318479394490123
coins,test,0.25,0.25,0.0,2026,hqs,2,31.898007082872194,0.902048741607666
coins,test,0.25,0.25,0.0,2026,hqs,3,33.292630476341245,0.9311016347947121
coins,test,0.25,0.25,0.0,2026,hqs,4,33.95391449666808,0.9396020454249382
coins,test,0.25,0.25,0.0,2026,hqs,5,34.23637909221356,0.9432746178078651
coins,test,0.25,0.25,0.0,2026,hqs,6,34.41553512294781,0.9464870952405929
coins,test,0.25,0.25,0.0,2026,admm,1,29.347043515669466,0.8215734001952112
coins,test,0.25,0.25,0.0,2026,admm,2,32.56633814726464,0.9206281165747643
coins,test,0.25,0.25,0.0,2026,admm,3,33.53977485684068,0.9344693730053901
coins,test,0.25,0.25,0.0,2026,admm,4,33.761735486009265,0.9370099904017448
coins,test,0.25,0.25,0.0,2026,admm,5,34.144895217748086,0.9429768347134591
coins,test,0.25,0.25,0.0,2026,admm,6,34.38575632080288,0.9461597923159599
coins,test,0.5,0.4998931884765625,0.0,2026,hqs,1,32.92588648615863,0.9100374445915222
coins,test,0.5,0.4998931884765625,0.0,2026,hqs,2,35.73467358636782,0.9529089214363098
coins,test,0.5,0.4998931884765625,0.0,2026,hqs,3,37.530535007864096,0.9699768572626114
coins,test,0.5,0.4998931884765625,0.0,2026,hqs,4,38.349804760855044,0.9743918006801605
coins,test,0.5,0.4998931884765625,0.0,2026,hqs,5,38.7548196336494,0.9766159021644593
coins,test,0.5,0.4998931884765625,0.0,2026,hqs,6,39.006415886722834,0.9782641936178207
coins,test,0.5,0.4998931884765625,0.0,2026,admm,1,32.73493888889971,0.9039789809465408
coins,test,0.5,0.4998931884765625,0.0,2026,admm,2,36.46091419586084,0.963426640824318
coins,test,0.5,0.4998931884765625,0.0,2026,admm,3,37.89297930556787,0.9708748427038193
coins,test,0.5,0.4998931884765625,0.0,2026,admm,4,38.15727155831248,0.9720223784313202
coins,test,0.5,0.4998931884765625,0.0,2026,admm,5,38.66725590941372,0.9758822731351853
coins,test,0.5,0.4998931884765625,0.0,2026,admm,6,39.03806377268112,0.9781374356193543
coins,test,0.1,0.1001129150390625,0.01,2026,hqs,1,26.14465494992061,0.7140404226259207
coins,test,0.1,0.1001129150390625,0.01,2026,hqs,2,28.07316321076156,0.8140044436404351
coins,test,0.1,0.1001129150390625,0.01,2026,hqs,3,29.172889183884635,0.860013564468518
coins,test,0.1,0.1001129150390625,0.01,2026,hqs,4,29.75360589057273,0.8741691113666743
coins,test,0.1,0.1001129150390625,0.01,2026,hqs,5,30.010755256363563,0.8798861675278098
coins,test,0.1,0.1001129150390625,0.01,2026,hqs,6,30.131735551373986,0.8821341871089247
coins,test,0.1,0.1001129150390625,0.01,2026,admm,1,25.99869597675191,0.7014014990959274
coins,test,0.1,0.1001129150390625,0.01,2026,admm,2,28.531322160067308,0.8368509159430564
coins,test,0.1,0.1001129150390625,0.01,2026,admm,3,29.49866913720678,0.8670524819092751
coins,test,0.1,0.1001129150390625,0.01,2026,admm,4,29.76153144907769,0.8708894983801245
coins,test,0.1,0.1001129150390625,0.01,2026,admm,5,30.009297140836566,0.8773468094869256
coins,test,0.1,0.1001129150390625,0.01,2026,admm,6,30.202899117980728,0.88408532937482
coins,test,0.1,0.1001129150390625,0.01,2027,hqs,1,26.13911780705036,0.7138125369797998
coins,test,0.1,0.1001129150390625,0.01,2027,hqs,2,28.06211167978388,0.8136477577989921
coins,test,0.1,0.1001129150390625,0.01,2027,hqs,3,29.186935909476798,0.8601004270979687
coins,test,0.1,0.1001129150390625,0.01,2027,hqs,4,29.787521256487697,0.8744813457453549
coins,test,0.1,0.1001129150390625,0.01,2027,hqs,5,30.044948894907392,0.8800500431358814
coins,test,0.1,0.1001129150390625,0.01,2027,hqs,6,30.154311896119598,0.8816641147175879
coins,test,0.1,0.1001129150390625,0.01,2027,admm,1,25.992022226821035,0.7011924560518339
coins,test,0.1,0.1001129150390625,0.01,2027,admm,2,28.515597930547138,0.8364534800016041
coins,test,0.1,0.1001129150390625,0.01,2027,admm,3,29.490511291533842,0.8668464042322636
coins,test,0.1,0.1001129150390625,0.01,2027,admm,4,29.762081091248387,0.8706793161803484
coins,test,0.1,0.1001129150390625,0.01,2027,admm,5,30.00023552228103,0.8766915140091479
coins,test,0.1,0.1001129150390625,0.01,2027,admm,6,30.184127826733903,0.8833888462425172
coins,test,0.1,0.1001129150390625,0.01,2028,hqs,1,26.131004339454762,0.7136185655094189
coins,test,0.1,0.1001129150390625,0.01,2028,hqs,2,28.048567686369182,0.8134749770715535
coins,test,0.1,0.1001129150390625,0.01,2028,hqs,3,29.157939232989666,0.8597263478367999
coins,test,0.1,0.1001129150390625,0.01,2028,hqs,4,29.743667523325943,0.8738034899931252
coins,test,0.1,0.1001129150390625,0.01,2028,hqs,5,29.993953169360438,0.8790877161261141
coins,test,0.1,0.1001129150390625,0.01,2028,hqs,6,30.0988446085489,0.8808398343521505
coins,test,0.1,0.1001129150390625,0.01,2028,admm,1,25.98826906735956,0.7010970043872511
coins,test,0.1,0.1001129150390625,0.01,2028,admm,2,28.51105593596052,0.836467192693442
coins,test,0.1,0.1001129150390625,0.01,2028,admm,3,29.483134450026895,0.8667249281710983
coins,test,0.1,0.1001129150390625,0.01,2028,admm,4,29.740829248197585,0.870245755335778
coins,test,0.1,0.1001129150390625,0.01,2028,admm,5,29.966142720364598,0.8760443146015592
coins,test,0.1,0.1001129150390625,0.01,2028,admm,6,30.14418815738489,0.8826977245350778
coins,test,0.1,0.1001129150390625,0.05,2026,hqs,1,25.80590597255366,0.6840481954350194
coins,test,0.1,0.1001129150390625,0.05,2026,hqs,2,27.35516957331167,0.7638653428722285
coins,test,0.1,0.1001129150390625,0.05,2026,hqs,3,27.871028375086162,0.7822268075343668
coins,test,0.1,0.1001129150390625,0.05,2026,hqs,4,28.013146009568963,0.787217203185074
coins,test,0.1,0.1001129150390625,0.05,2026,hqs,5,28.0622395316392,0.7910604074210227
coins,test,0.1,0.1001129150390625,0.05,2026,hqs,6,27.81790785159234,0.7677439900611452
coins,test,0.1,0.1001129150390625,0.05,2026,admm,1,25.676863034719698,0.6721671653408706
coins,test,0.1,0.1001129150390625,0.05,2026,admm,2,27.50463486937813,0.7656835580452662
coins,test,0.1,0.1001129150390625,0.05,2026,admm,3,27.577195493975182,0.7550674464058206
coins,test,0.1,0.1001129150390625,0.05,2026,admm,4,27.503999500599576,0.752431007198222
coins,test,0.1,0.1001129150390625,0.05,2026,admm,5,27.52105658055269,0.7497115692020841
coins,test,0.1,0.1001129150390625,0.05,2026,admm,6,27.909828215138923,0.7784384948512911
coins,test,0.1,0.1001129150390625,0.05,2027,hqs,1,25.813812627477596,0.6830054026779412
coins,test,0.1,0.1001129150390625,0.05,2027,hqs,2,27.35824442808979,0.7616485445418414
coins,test,0.1,0.1001129150390625,0.05,2027,hqs,3,27.88895662833701,0.779663246823892
coins,test,0.1,0.1001129150390625,0.05,2027,hqs,4,28.047999841256598,0.7850210065697729
coins,test,0.1,0.1001129150390625,0.05,2027,hqs,5,28.085937899878672,0.7876270979722142
coins,test,0.1,0.1001129150390625,0.05,2027,hqs,6,27.842109515262234,0.7646999003695547
coins,test,0.1,0.1001129150390625,0.05,2027,admm,1,25.68060162135227,0.6713983646517452
coins,test,0.1,0.1001129150390625,0.05,2027,admm,2,27.506122474255143,0.7634933439480401
coins,test,0.1,0.1001129150390625,0.05,2027,admm,3,27.541470965601064,0.750296704818734
coins,test,0.1,0.1001129150390625,0.05,2027,admm,4,27.51223480671706,0.7506718179260194
coins,test,0.1,0.1001129150390625,0.05,2027,admm,5,27.50175606322859,0.7454468507542983
coins,test,0.1,0.1001129150390625,0.05,2027,admm,6,27.89463965020807,0.7733665617603361
coins,test,0.1,0.1001129150390625,0.05,2028,hqs,1,25.794127730286064,0.680887514748102
coins,test,0.1,0.1001129150390625,0.05,2028,hqs,2,27.329685045597955,0.7578984161086413
coins,test,0.1,0.1001129150390625,0.05,2028,hqs,3,27.822639513791714,0.7738646422654539
coins,test,0.1,0.1001129150390625,0.05,2028,hqs,4,27.975674737606994,0.7810405046884679
coins,test,0.1,0.1001129150390625,0.05,2028,hqs,5,28.009003878220202,0.7828808222100139
coins,test,0.1,0.1001129150390625,0.05,2028,hqs,6,27.76967584596765,0.7600242981895209
coins,test,0.1,0.1001129150390625,0.05,2028,admm,1,25.66707600282949,0.6701670709907352
coins,test,0.1,0.1001129150390625,0.05,2028,admm,2,27.481892585244022,0.7597736750865653
coins,test,0.1,0.1001129150390625,0.05,2028,admm,3,27.510981708230723,0.7458133339751363
coins,test,0.1,0.1001129150390625,0.05,2028,admm,4,27.4829821434544,0.7473136393936872
coins,test,0.1,0.1001129150390625,0.05,2028,admm,5,27.465324184565162,0.7409331583259999
coins,test,0.1,0.1001129150390625,0.05,2028,admm,6,27.888521563693487,0.7726798071914017
moon,test,0.01,0.01031494140625,0.0,2026,hqs,1,31.454943445402694,0.7873271575645413
moon,test,0.01,0.01031494140625,0.0,2026,hqs,2,32.486412744316134,0.8365939659903813
moon,test,0.01,0.01031494140625,0.0,2026,hqs,3,33.17826130514794,0.8550763388150968
moon,test,0.01,0.01031494140625,0.0,2026,hqs,4,33.51176003150833,0.8607938282226003
moon,test,0.01,0.01031494140625,0.0,2026,hqs,5,33.705488838916416,0.8642319627489242
moon,test,0.01,0.01031494140625,0.0,2026,hqs,6,33.7973973730574,0.8659607809790373
moon,test,0.01,0.01031494140625,0.0,2026,admm,1,31.866032327406334,0.8039401902301032
moon,test,0.01,0.01031494140625,0.0,2026,admm,2,33.078371264117884,0.8519603362690555
moon,test,0.01,0.01031494140625,0.0,2026,admm,3,33.51587213002794,0.8590014479128718
moon,test,0.01,0.01031494140625,0.0,2026,admm,4,33.57632287219967,0.8614111238739155
moon,test,0.01,0.01031494140625,0.0,2026,admm,5,33.676362397795586,0.8639732185615525
moon,test,0.01,0.01031494140625,0.0,2026,admm,6,33.74087728321663,0.8650524023012706
moon,test,0.04,0.041259765625,0.0,2026,hqs,1,34.03927206574751,0.8367933122344613
moon,test,0.04,0.041259765625,0.0,2026,hqs,2,35.172888792843416,0.8759332099397182
moon,test,0.04,0.041259765625,0.0,2026,hqs,3,35.98542311060218,0.8931858677625656
moon,test,0.04,0.041259765625,0.0,2026,hqs,4,36.49223433365986,0.8999675272519588
moon,test,0.04,0.041259765625,0.0,2026,hqs,5,36.854988773775034,0.9039690986750126
moon,test,0.04,0.041259765625,0.0,2026,hqs,6,37.07929045355231,0.9067736547846794
moon,test,0.04,0.041259765625,0.0,2026,admm,1,34.268302556206926,0.8438516651221514
moon,test,0.04,0.041259765625,0.0,2026,admm,2,36.07515448095267,0.8936118710510731
moon,test,0.04,0.041259765625,0.0,2026,admm,3,36.61142937013829,0.8993531973757743
moon,test,0.04,0.041259765625,0.0,2026,admm,4,36.85949021751042,0.9023110837814808
moon,test,0.04,0.041259765625,0.0,2026,admm,5,37.105745571209894,0.9061341199598313
moon,test,0.04,0.041259765625,0.0,2026,admm,6,37.21013806468656,0.9071935584914684
moon,test,0.1,0.1001129150390625,0.0,2026,hqs,1,36.071357754363,0.8793133415856361
moon,test,0.1,0.1001129150390625,0.0,2026,hqs,2,37.6386271005674,0.9136423589982986
moon,test,0.1,0.1001129150390625,0.0,2026,hqs,3,38.595965519190145,0.9261746190385819
moon,test,0.1,0.1001129150390625,0.0,2026,hqs,4,39.045135306611044,0.930230558160305
moon,test,0.1,0.1001129150390625,0.0,2026,hqs,5,39.303249160212324,0.9334943284339905
moon,test,0.1,0.1001129150390625,0.0,2026,hqs,6,39.45608565591775,0.9361538516302109
moon,test,0.1,0.1001129150390625,0.0,2026,admm,1,36.163440768504536,0.87952030859375
moon,test,0.1,0.1001129150390625,0.0,2026,admm,2,38.31576062373082,0.9231276214962005
moon,test,0.1,0.1001129150390625,0.0,2026,admm,3,38.82338458234172,0.9281986533770561
moon,test,0.1,0.1001129150390625,0.0,2026,admm,4,39.04083939738329,0.9308392904748917
moon,test,0.1,0.1001129150390625,0.0,2026,admm,5,39.31541103496892,0.9347445975561142
moon,test,0.1,0.1001129150390625,0.0,2026,admm,6,39.46020784394412,0.935755069685936
moon,test,0.25,0.25,0.0,2026,hqs,1,38.832197512405926,0.9244926579265594
moon,test,0.25,0.25,0.0,2026,hqs,2,40.70430562618097,0.9489958943634034
moon,test,0.25,0.25,0.0,2026,hqs,3,41.65870010480083,0.9575282747030258
moon,test,0.25,0.25,0.0,2026,hqs,4,41.983898028497,0.9599173667764663
moon,test,0.25,0.25,0.0,2026,hqs,5,42.16540567960625,0.9614676554431916
moon,test,0.25,0.25,0.0,2026,hqs,6,42.300241435356924,0.9629076020460129
moon,test,0.25,0.25,0.0,2026,admm,1,38.83572388508833,0.9224812981996536
moon,test,0.25,0.25,0.0,2026,admm,2,41.3539685180271,0.9552790792255401
moon,test,0.25,0.25,0.0,2026,admm,3,41.75170212475004,0.9583492526226044
moon,test,0.25,0.25,0.0,2026,admm,4,41.85471102391428,0.9593663615598679
moon,test,0.25,0.25,0.0,2026,admm,5,42.129446866459865,0.9619265668849946
moon,test,0.25,0.25,0.0,2026,admm,6,42.28757483947738,0.9626028492517471
moon,test,0.5,0.4998931884765625,0.0,2026,hqs,1,41.69677512703086,0.9557440900583267
moon,test,0.5,0.4998931884765625,0.0,2026,hqs,2,43.90855487521311,0.9734375721626282
moon,test,0.5,0.4998931884765625,0.0,2026,hqs,3,45.084396728801494,0.9789866730384826
moon,test,0.5,0.4998931884765625,0.0,2026,hqs,4,45.411725600912575,0.9799537559642791
moon,test,0.5,0.4998931884765625,0.0,2026,hqs,5,45.709660502751944,0.9813667183132172
moon,test,0.5,0.4998931884765625,0.0,2026,hqs,6,45.915704920040845,0.9823251320276261
moon,test,0.5,0.4998931884765625,0.0,2026,admm,1,41.67812813648975,0.9541206818609238
moon,test,0.5,0.4998931884765625,0.0,2026,admm,2,44.71020787429112,0.9773413779087067
moon,test,0.5,0.4998931884765625,0.0,2026,admm,3,45.18992961138377,0.9791849990444184
moon,test,0.5,0.4998931884765625,0.0,2026,admm,4,45.369574969027475,0.9798805627737045
moon,test,0.5,0.4998931884765625,0.0,2026,admm,5,45.73343959849587,0.9816162687549591
moon,test,0.5,0.4998931884765625,0.0,2026,admm,6,45.91496013670962,0.9821899121789932
moon,test,0.1,0.1001129150390625,0.01,2026,hqs,1,35.858715828783524,0.8723148617897034
moon,test,0.1,0.1001129150390625,0.01,2026,hqs,2,37.16794544978483,0.904185619430542
moon,test,0.1,0.1001129150390625,0.01,2026,hqs,3,37.87160354785372,0.9151635067777634
moon,test,0.1,0.1001129150390625,0.01,2026,hqs,4,38.208428407310265,0.9201652976980209
moon,test,0.1,0.1001129150390625,0.01,2026,hqs,5,38.30978924171842,0.9211086940555573
moon,test,0.1,0.1001129150390625,0.01,2026,hqs,6,38.20811108805773,0.9181099665904046
moon,test,0.1,0.1001129150390625,0.01,2026,admm,1,35.98697026579973,0.8741224255986214
moon,test,0.1,0.1001129150390625,0.01,2026,admm,2,37.7533139139471,0.9137666016364098
moon,test,0.1,0.1001129150390625,0.01,2026,admm,3,37.888585265996745,0.9125865354175567
moon,test,0.1,0.1001129150390625,0.01,2026,admm,4,38.0130668334937,0.9153643878941536
moon,test,0.1,0.1001129150390625,0.01,2026,admm,5,38.12876505666958,0.9169705573101044
moon,test,0.1,0.1001129150390625,0.01,2026,admm,6,38.378608735588244,0.9218370792527198
moon,test,0.1,0.1001129150390625,0.01,2027,hqs,1,35.86073956161897,0.8722355558013916
moon,test,0.1,0.1001129150390625,0.01,2027,hqs,2,37.21996882162159,0.9048485966763496
moon,test,0.1,0.1001129150390625,0.01,2027,hqs,3,37.94342063839629,0.9161510909509659
moon,test,0.1,0.1001129150390625,0.01,2027,hqs,4,38.265288320838835,0.9208646489133835
moon,test,0.1,0.1001129150390625,0.01,2027,hqs,5,38.34286136625566,0.9216524848542214
moon,test,0.1,0.1001129150390625,0.01,2027,hqs,6,38.22808653939311,0.9188895098028182
moon,test,0.1,0.1001129150390625,0.01,2027,admm,1,35.99692365843898,0.874276182870388
moon,test,0.1,0.1001129150390625,0.01,2027,admm,2,37.795119255419685,0.9143617794799804
moon,test,0.1,0.1001129150390625,0.01,2027,admm,3,37.91925009739578,0.9133732757062912
moon,test,0.1,0.1001129150390625,0.01,2027,admm,4,38.00806895470926,0.9161306981391907
moon,test,0.1,0.1001129150390625,0.01,2027,admm,5,38.0863215884669,0.91752838742733
moon,test,0.1,0.1001129150390625,0.01,2027,admm,6,38.31179209716338,0.9219409738206863
moon,test,0.1,0.1001129150390625,0.01,2028,hqs,1,35.86806685384107,0.8721459339785576
moon,test,0.1,0.1001129150390625,0.01,2028,hqs,2,37.20681037877257,0.9043929306478501
moon,test,0.1,0.1001129150390625,0.01,2028,hqs,3,37.887899141314215,0.9150673800544739
moon,test,0.1,0.1001129150390625,0.01,2028,hqs,4,38.17085810315081,0.9194860329008102
moon,test,0.1,0.1001129150390625,0.01,2028,hqs,5,38.23009760598049,0.9199275943346024
moon,test,0.1,0.1001129150390625,0.01,2028,hqs,6,38.12513280482171,0.9169518044056892
moon,test,0.1,0.1001129150390625,0.01,2028,admm,1,35.99865442728917,0.8740366642379761
moon,test,0.1,0.1001129150390625,0.01,2028,admm,2,37.77658131525969,0.9139440274982452
moon,test,0.1,0.1001129150390625,0.01,2028,admm,3,37.85222577131974,0.9121554213957787
moon,test,0.1,0.1001129150390625,0.01,2028,admm,4,37.9310745815928,0.9146652477707863
moon,test,0.1,0.1001129150390625,0.01,2028,admm,5,38.019308684673334,0.9158797884812355
moon,test,0.1,0.1001129150390625,0.01,2028,admm,6,38.26646572167211,0.9206929448776245
moon,test,0.1,0.1001129150390625,0.05,2026,hqs,1,31.736120820205414,0.6897878903563023
moon,test,0.1,0.1001129150390625,0.05,2026,hqs,2,32.05897269128406,0.712703745721817
moon,test,0.1,0.1001129150390625,0.05,2026,hqs,3,31.688144244660283,0.690576332895279
moon,test,0.1,0.1001129150390625,0.05,2026,hqs,4,31.808626662547606,0.699124490639925
moon,test,0.1,0.1001129150390625,0.05,2026,hqs,5,31.73214961134375,0.6960243646509647
moon,test,0.1,0.1001129150390625,0.05,2026,hqs,6,31.44028281874075,0.6804477740139961
moon,test,0.1,0.1001129150390625,0.05,2026,admm,1,32.959279615085386,0.7589863545262814
moon,test,0.1,0.1001129150390625,0.05,2026,admm,2,32.088702368436046,0.7106672197790146
moon,test,0.1,0.1001129150390625,0.05,2026,admm,3,31.300426472962897,0.6704913962295055
moon,test,0.1,0.1001129150390625,0.05,2026,admm,4,31.398789026876855,0.6780736453168392
moon,test,0.1,0.1001129150390625,0.05,2026,admm,5,31.143729857033627,0.6630533279943466
moon,test,0.1,0.1001129150390625,0.05,2026,admm,6,31.828283148459825,0.7001261873040199
moon,test,0.1,0.1001129150390625,0.05,2027,hqs,1,31.543515157323437,0.6808131048642992
moon,test,0.1,0.1001129150390625,0.05,2027,hqs,2,31.94864972361688,0.7072198180400133
moon,test,0.1,0.1001129150390625,0.05,2027,hqs,3,31.709952382808734,0.6936894426168203
moon,test,0.1,0.1001129150390625,0.05,2027,hqs,4,31.793595229758175,0.7006929625678062
moon,test,0.1,0.1001129150390625,0.05,2027,hqs,5,31.728004877313154,0.6986361363983155
moon,test,0.1,0.1001129150390625,0.05,2027,hqs,6,31.420534495874662,0.6821995859373808
moon,test,0.1,0.1001129150390625,0.05,2027,admm,1,32.8410981246325,0.7540819517103433
moon,test,0.1,0.1001129150390625,0.05,2027,admm,2,32.23121799790508,0.7211903715709448
moon,test,0.1,0.1001129150390625,0.05,2027,admm,3,31.426154252425885,0.6823982008714676
moon,test,0.1,0.1001129150390625,0.05,2027,admm,4,31.44027234446031,0.6861193013324961
moon,test,0.1,0.1001129150390625,0.05,2027,admm,5,31.218922373268523,0.6725591390282736
moon,test,0.1,0.1001129150390625,0.05,2027,admm,6,31.77786679207378,0.7017432494783401
moon,test,0.1,0.1001129150390625,0.05,2028,hqs,1,31.519271247811098,0.676517379062891
moon,test,0.1,0.1001129150390625,0.05,2028,hqs,2,31.908728493667738,0.7029879687552452
moon,test,0.1,0.1001129150390625,0.05,2028,hqs,3,31.701237292915096,0.6909832025642395
moon,test,0.1,0.1001129150390625,0.05,2028,hqs,4,31.719695630214126,0.6937913529951573
moon,test,0.1,0.1001129150390625,0.05,2028,hqs,5,31.698913153992322,0.6948242068555355
moon,test,0.1,0.1001129150390625,0.05,2028,hqs,6,31.338952917729195,0.6754517799911499
moon,test,0.1,0.1001129150390625,0.05,2028,admm,1,32.80673076459904,0.7482918381991387
moon,test,0.1,0.1001129150390625,0.05,2028,admm,2,32.14483130048253,0.7144861064987182
moon,test,0.1,0.1001129150390625,0.05,2028,admm,3,31.33054114367493,0.673394654428482
moon,test,0.1,0.1001129150390625,0.05,2028,admm,4,31.41301066691923,0.6815856909301281
moon,test,0.1,0.1001129150390625,0.05,2028,admm,5,31.074585510812568,0.6621854561229944
moon,test,0.1,0.1001129150390625,0.05,2028,admm,6,31.79627520669879,0.7009597097284794
page,test,0.01,0.01031494140625,0.0,2026,hqs,1,19.694440226064337,0.48380955855317764
page,test,0.01,0.01031494140625,0.0,2026,hqs,2,19.92228961023023,0.5517174844335683
page,test,0.01,0.01031494140625,0.0,2026,hqs,3,20.029601010663413,0.5735153560895295
page,test,0.01,0.01031494140625,0.0,2026,hqs,4,20.091589023344575,0.5849564527448669
page,test,0.01,0.01031494140625,0.0,2026,hqs,5,20.120273636908482,0.591099052527099
page,test,0.01,0.01031494140625,0.0,2026,hqs,6,20.142640889719452,0.5984150396851899
page,test,0.01,0.01031494140625,0.0,2026,admm,1,19.709470857456168,0.47987489517115134
page,test,0.01,0.01031494140625,0.0,2026,admm,2,19.939725627848162,0.5669653468447016
page,test,0.01,0.01031494140625,0.0,2026,admm,3,20.033248335630663,0.581181371206472
page,test,0.01,0.01031494140625,0.0,2026,admm,4,20.100312811809424,0.5913013871474698
page,test,0.01,0.01031494140625,0.0,2026,admm,5,20.15062957209563,0.5953367266977531
page,test,0.01,0.01031494140625,0.0,2026,admm,6,20.17949136566228,0.6020330806553769
page,test,0.04,0.041259765625,0.0,2026,hqs,1,20.578478060674506,0.5541548556300163
page,test,0.04,0.041259765625,0.0,2026,hqs,2,20.98308297265012,0.6407229138013557
page,test,0.04,0.041259765625,0.0,2026,hqs,3,21.23959402175601,0.6860193459242765
page,test,0.04,0.041259765625,0.0,2026,hqs,4,21.355191889627502,0.7026993945121989
page,test,0.04,0.041259765625,0.0,2026,hqs,5,21.42981084138702,0.7135735172069995
page,test,0.04,0.041259765625,0.0,2026,hqs,6,21.496388170549224,0.7239584351517083
page,test,0.04,0.041259765625,0.0,2026,admm,1,20.569183157094688,0.5472282698838755
page,test,0.04,0.041259765625,0.0,2026,admm,2,21.02843272004343,0.6507804369523846
page,test,0.04,0.041259765625,0.0,2026,admm,3,21.24556168044622,0.6898515960653376
page,test,0.04,0.041259765625,0.0,2026,admm,4,21.338174027521536,0.7055869532358423
page,test,0.04,0.041259765625,0.0,2026,admm,5,21.408194705998078,0.7139272716515153
page,test,0.04,0.041259765625,0.0,2026,admm,6,21.468497132475544,0.7231978710974449
page,test,0.1,0.1001129150390625,0.0,2026,hqs,1,21.71932293526693,0.6335928667861345
page,test,0.1,0.1001129150390625,0.0,2026,hqs,2,22.440383029973162,0.7366050042894008
page,test,0.1,0.1001129150390625,0.0,2026,hqs,3,23.057446240968332,0.7985122828791625
page,test,0.1,0.1001129150390625,0.0,2026,hqs,4,23.489869303484085,0.8243558352609723
page,test,0.1,0.1001129150390625,0.0,2026,hqs,5,23.783028503856357,0.8392894580285475
page,test,0.1,0.1001129150390625,0.0,2026,hqs,6,24.021498209492908,0.8531640791913188
page,test,0.1,0.1001129150390625,0.0,2026,admm,1,21.689708026258856,0.6248824311092139
page,test,0.1,0.1001129150390625,0.0,2026,admm,2,22.51147510267024,0.7480651984503632
page,test,0.1,0.1001129150390625,0.0,2026,admm,3,23.132450578014065,0.8057736260808266
page,test,0.1,0.1001129150390625,0.0,2026,admm,4,23.540425798862877,0.8290792066323962
page,test,0.1,0.1001129150390625,0.0,2026,admm,5,23.824700182514583,0.8417812500879839
page,test,0.1,0.1001129150390625,0.0,2026,admm,6,24.070358936673657,0.8529784093757616
page,test,0.25,0.25,0.0,2026,hqs,1,24.413751016361868,0.7715734925574562
page,test,0.25,0.25,0.0,2026,hqs,2,25.85864866361618,0.865016873931896
page,test,0.25,0.25,0.0,2026,hqs,3,27.135933264206415,0.9115482227678969
page,test,0.25,0.25,0.0,2026,hqs,4,28.137438134768118,0.9310103882734021
page,test,0.25,0.25,0.0,2026,hqs,5,28.89791675943748,0.9417920733997449
page,test,0.25,0.25,0.0,2026,hqs,6,29.64006905481844,0.9517534893115759
page,test,0.25,0.25,0.0,2026,admm,1,24.362321194560362,0.7618131276803383
page,test,0.25,0.25,0.0,2026,admm,2,26.011557423596518,0.8798266530276218
page,test,0.25,0.25,0.0,2026,admm,3,27.31307814592901,0.9155152890585302
page,test,0.25,0.25,0.0,2026,admm,4,28.204806499893273,0.9283461784598231
page,test,0.25,0.25,0.0,2026,admm,5,28.93789370810865,0.9404421459754855
page,test,0.25,0.25,0.0,2026,admm,6,29.55974056251893,0.9514923765422105
page,test,0.5,0.4998931884765625,0.0,2026,hqs,1,28.05213268309594,0.8764158084631563
page,test,0.5,0.4998931884765625,0.0,2026,hqs,2,30.424837309093455,0.9345825336053372
page,test,0.5,0.4998931884765625,0.0,2026,hqs,3,32.78918647161063,0.9668342943868637
page,test,0.5,0.4998931884765625,0.0,2026,hqs,4,34.73636244362455,0.9791552712039947
page,test,0.5,0.4998931884765625,0.0,2026,hqs,5,36.15407529401112,0.984512942732811
page,test,0.5,0.4998931884765625,0.0,2026,hqs,6,37.11458265099444,0.9869322020673752
page,test,0.5,0.4998931884765625,0.0,2026,admm,1,27.984934430722447,0.8676676078931391
page,test,0.5,0.4998931884765625,0.0,2026,admm,2,30.900313605454265,0.9462285951609611
page,test,0.5,0.4998931884765625,0.0,2026,admm,3,33.53080868124501,0.9677292618551254
page,test,0.5,0.4998931884765625,0.0,2026,admm,4,35.28523733432076,0.9742735300207138
page,test,0.5,0.4998931884765625,0.0,2026,admm,5,36.57300523484715,0.9815701847324372
page,test,0.5,0.4998931884765625,0.0,2026,admm,6,37.38194409525076,0.9873840778932571
page,test,0.1,0.1001129150390625,0.01,2026,hqs,1,21.698144362196906,0.6302012869228283
page,test,0.1,0.1001129150390625,0.01,2026,hqs,2,22.40459936544251,0.7330376463509621
page,test,0.1,0.1001129150390625,0.01,2026,hqs,3,22.99196779974975,0.7954957384010312
