image,split,cr,actual_cr,sigma,seed,method,stage,psnr,ssim
page,test,0.1,0.1001129150390625,0.01,2026,hqs,4,23.37598854297201,0.8213387465014304
page,test,0.1,0.1001129150390625,0.01,2026,hqs,5,23.622784795248812,0.8333903663280867
page,test,0.1,0.1001129150390625,0.01,2026,hqs,6,23.786642050524378,0.8344881265462079
page,test,0.1,0.1001129150390625,0.01,2026,admm,1,21.671649755444776,0.6218163218428739
page,test,0.1,0.1001129150390625,0.01,2026,admm,2,22.46840565315015,0.7419361866646967
page,test,0.1,0.1001129150390625,0.01,2026,admm,3,23.03861945043904,0.7965780564162918
page,test,0.1,0.1001129150390625,0.01,2026,admm,4,23.383448282513367,0.8155469870194569
page,test,0.1,0.1001129150390625,0.01,2026,admm,5,23.604433609054524,0.8218197164894603
page,test,0.1,0.1001129150390625,0.01,2026,admm,6,23.80810034764496,0.8394818550489154
page,test,0.1,0.1001129150390625,0.01,2027,hqs,1,21.693720817916198,0.6296238595015984
page,test,0.1,0.1001129150390625,0.01,2027,hqs,2,22.385947608455584,0.7311772165374308
page,test,0.1,0.1001129150390625,0.01,2027,hqs,3,22.975367955586222,0.7936683930546865
page,test,0.1,0.1001129150390625,0.01,2027,hqs,4,23.36687526524908,0.8204676544811428
page,test,0.1,0.1001129150390625,0.01,2027,hqs,5,23.615642761200405,0.8331452705945857
page,test,0.1,0.1001129150390625,0.01,2027,hqs,6,23.782936985156113,0.8346579496710822
page,test,0.1,0.1001129150390625,0.01,2027,admm,1,21.664961618764206,0.6210414595422502
page,test,0.1,0.1001129150390625,0.01,2027,admm,2,22.448852324784937,0.740011533527459
page,test,0.1,0.1001129150390625,0.01,2027,admm,3,23.017095764899373,0.7943621978853546
page,test,0.1,0.1001129150390625,0.01,2027,admm,4,23.357876413687542,0.8138446040898617
page,test,0.1,0.1001129150390625,0.01,2027,admm,5,23.577531540584104,0.8205811784165818
page,test,0.1,0.1001129150390625,0.01,2027,admm,6,23.789754032942312,0.8396973969977889
page,test,0.1,0.1001129150390625,0.01,2028,hqs,1,21.692161023543683,0.6285779200412743
page,test,0.1,0.1001129150390625,0.01,2028,hqs,2,22.38832050308932,0.7311914659148481
page,test,0.1,0.1001129150390625,0.01,2028,hqs,3,22.96811425186977,0.7934469352868795
page,test,0.1,0.1001129150390625,0.01,2028,hqs,4,23.34490855411139,0.8197237347420827
page,test,0.1,0.1001129150390625,0.01,2028,hqs,5,23.580765839404737,0.8321513243667856
page,test,0.1,0.1001129150390625,0.01,2028,hqs,6,23.73863887303009,0.8333438707228582
page,test,0.1,0.1001129150390625,0.01,2028,admm,1,21.66537048988677,0.6202545199760668
page,test,0.1,0.1001129150390625,0.01,2028,admm,2,22.452263939366155,0.7401885036351793
page,test,0.1,0.1001129150390625,0.01,2028,admm,3,23.01220282649286,0.7946730829723683
page,test,0.1,0.1001129150390625,0.01,2028,admm,4,23.341178887740956,0.8139701312937178
page,test,0.1,0.1001129150390625,0.01,2028,admm,5,23.54549497361819,0.8203334433003963
page,test,0.1,0.1001129150390625,0.01,2028,admm,6,23.74206367257077,0.8387394280144163
page,test,0.1,0.1001129150390625,0.05,2026,hqs,1,21.055211174108592,0.5054295195307399
page,test,0.1,0.1001129150390625,0.05,2026,hqs,2,21.41004740264417,0.5647526400609172
page,test,0.1,0.1001129150390625,0.05,2026,hqs,3,21.509986907011896,0.5602623700046258
page,test,0.1,0.1001129150390625,0.05,2026,hqs,4,21.610679487986552,0.5804245955065351
page,test,0.1,0.1001129150390625,0.05,2026,hqs,5,21.679545513918384,0.5903810066752466
page,test,0.1,0.1001129150390625,0.05,2026,hqs,6,21.585060730290838,0.561876993270386
page,test,0.1,0.1001129150390625,0.05,2026,admm,1,21.146365752148128,0.5256942489097367
page,test,0.1,0.1001129150390625,0.05,2026,admm,2,21.409210971396895,0.5518305467690392
page,test,0.1,0.1001129150390625,0.05,2026,admm,3,21.35956793232744,0.5342267458063159
page,test,0.1,0.1001129150390625,0.05,2026,admm,4,21.380976774437094,0.543879153450513
page,test,0.1,0.1001129150390625,0.05,2026,admm,5,21.427786865250333,0.546311082335437
page,test,0.1,0.1001129150390625,0.05,2026,admm,6,21.568983733725112,0.5730960395706552
page,test,0.1,0.1001129150390625,0.05,2027,hqs,1,21.006031816195158,0.4985331863473747
page,test,0.1,0.1001129150390625,0.05,2027,hqs,2,21.301129059764254,0.5513448259635325
page,test,0.1,0.1001129150390625,0.05,2027,hqs,3,21.423032730162777,0.5604552723413959
page,test,0.1,0.1001129150390625,0.05,2027,hqs,4,21.505833293886546,0.5788726592423481
page,test,0.1,0.1001129150390625,0.05,2027,hqs,5,21.532253070852654,0.582971613851643
page,test,0.1,0.1001129150390625,0.05,2027,hqs,6,21.435236666300312,0.5568080824475155
page,test,0.1,0.1001129150390625,0.05,2027,admm,1,21.102960752037404,0.5197930458722387
page,test,0.1,0.1001129150390625,0.05,2027,admm,2,21.35199701102172,0.5509014802196593
page,test,0.1,0.1001129150390625,0.05,2027,admm,3,21.29881295456122,0.5375940809692759
page,test,0.1,0.1001129150390625,0.05,2027,admm,4,21.288332172608886,0.5429146407983938
page,test,0.1,0.1001129150390625,0.05,2027,admm,5,21.320267151583977,0.5442420312605036
page,test,0.1,0.1001129150390625,0.05,2027,admm,6,21.45047566434368,0.5689488705940966
page,test,0.1,0.1001129150390625,0.05,2028,hqs,1,20.988468346398594,0.49049035611994657
page,test,0.1,0.1001129150390625,0.05,2028,hqs,2,21.29199928461682,0.542894815283148
page,test,0.1,0.1001129150390625,0.05,2028,hqs,3,21.393083104750474,0.5487780932138897
page,test,0.1,0.1001129150390625,0.05,2028,hqs,4,21.4660019618027,0.5650433405297948
page,test,0.1,0.1001129150390625,0.05,2028,hqs,5,21.504767531572586,0.5726070451653789
page,test,0.1,0.1001129150390625,0.05,2028,hqs,6,21.3967321012207,0.547259785184383
page,test,0.1,0.1001129150390625,0.05,2028,admm,1,21.087333526173797,0.5131611413689002
page,test,0.1,0.1001129150390625,0.05,2028,admm,2,21.336596835260238,0.5413244113273004
page,test,0.1,0.1001129150390625,0.05,2028,admm,3,21.30625360189722,0.5336452860377515
page,test,0.1,0.1001129150390625,0.05,2028,admm,4,21.270018591651144,0.5363498283105707
page,test,0.1,0.1001129150390625,0.05,2028,admm,5,21.274943268288574,0.5338517324913731
page,test,0.1,0.1001129150390625,0.05,2028,admm,6,21.38343592311603,0.5575820012471256
clock,test,0.01,0.01031494140625,0.0,2026,hqs,1,35.74227948368512,0.9101038209249867
clock,test,0.01,0.01031494140625,0.0,2026,hqs,2,36.76464906114316,0.9447362031532657
clock,test,0.01,0.01031494140625,0.0,2026,hqs,3,37.60859539125103,0.9640892669283785
clock,test,0.01,0.01031494140625,0.0,2026,hqs,4,38.5089167297766,0.9721304906826242
clock,test,0.01,0.01031494140625,0.0,2026,hqs,5,39.384994724780626,0.9762805418319925
clock,test,0.01,0.01031494140625,0.0,2026,hqs,6,40.38693305672287,0.9793073368795957
clock,test,0.01,0.01031494140625,0.0,2026,admm,1,36.65731500426127,0.9314633787477631
clock,test,0.01,0.01031494140625,0.0,2026,admm,2,38.94632476985032,0.9732224812806882
clock,test,0.01,0.01031494140625,0.0,2026,admm,3,39.902616943446816,0.9751736280362755
clock,test,0.01,0.01031494140625,0.0,2026,admm,4,40.74440961183116,0.977795593978472
clock,test,0.01,0.01031494140625,0.0,2026,admm,5,41.4599951439262,0.9805714459668398
clock,test,0.01,0.01031494140625,0.0,2026,admm,6,42.04538109369135,0.9816091497425735
clock,test,0.04,0.041259765625,0.0,2026,hqs,1,39.710340729498604,0.9480755322602987
clock,test,0.04,0.041259765625,0.0,2026,hqs,2,41.525378955701015,0.9731357972031236
clock,test,0.04,0.041259765625,0.0,2026,hqs,3,42.84163153190468,0.9827511012480352
clock,test,0.04,0.041259765625,0.0,2026,hqs,4,43.738746691611716,0.9867521379856914
clock,test,0.04,0.041259765625,0.0,2026,hqs,5,44.65838224939872,0.9889199648228287
clock,test,0.04,0.041259765625,0.0,2026,hqs,6,45.85374403897831,0.9903364841856956
clock,test,0.04,0.041259765625,0.0,2026,admm,1,40.061355491692666,0.9513659812452793
clock,test,0.04,0.041259765625,0.0,2026,admm,2,43.13595833134204,0.9838199062277675
clock,test,0.04,0.041259765625,0.0,2026,admm,3,43.75903987442821,0.9836038668539152
clock,test,0.04,0.041259765625,0.0,2026,admm,4,44.607133407649584,0.9861086120620965
clock,test,0.04,0.041259765625,0.0,2026,admm,5,45.71139060361011,0.9898801559542417
clock,test,0.04,0.041259765625,0.0,2026,admm,6,46.700733712773,0.9910141063127518
clock,test,0.1,0.1001129150390625,0.0,2026,hqs,1,42.452923736165175,0.9653236001605987
clock,test,0.1,0.1001129150390625,0.0,2026,hqs,2,45.49288563393836,0.985746573585987
clock,test,0.1,0.1001129150390625,0.0,2026,hqs,3,47.69507596175848,0.9912363164396286
clock,test,0.1,0.1001129150390625,0.0,2026,hqs,4,48.75319495466506,0.9927237939987182
clock,test,0.1,0.1001129150390625,0.0,2026,hqs,5,49.36266279547613,0.9931521918172836
clock,test,0.1,0.1001129150390625,0.0,2026,hqs,6,50.44045416348767,0.9940481624355316
clock,test,0.1,0.1001129150390625,0.0,2026,admm,1,42.63421206431538,0.9646565424640179
clock,test,0.1,0.1001129150390625,0.0,2026,admm,2,47.67370076233041,0.9913206931438446
clock,test,0.1,0.1001129150390625,0.0,2026,admm,3,47.951339361848106,0.9896860566711426
clock,test,0.1,0.1001129150390625,0.0,2026,admm,4,48.67239135314769,0.9905219808483123
clock,test,0.1,0.1001129150390625,0.0,2026,admm,5,50.400808028946216,0.9934888868713379
clock,test,0.1,0.1001129150390625,0.0,2026,admm,6,51.33720573025687,0.9943688346967697
clock,test,0.25,0.25,0.0,2026,hqs,1,45.12841931662126,0.9777434445829392
clock,test,0.25,0.25,0.0,2026,hqs,2,49.097128441543404,0.9918804017143249
clock,test,0.25,0.25,0.0,2026,hqs,3,51.492926071099845,0.9948608250465393
clock,test,0.25,0.25,0.0,2026,hqs,4,52.67683694192566,0.9955147124834061
clock,test,0.25,0.25,0.0,2026,hqs,5,53.15962560248707,0.9957364674682617
clock,test,0.25,0.25,0.0,2026,hqs,6,53.54731304468253,0.9959491081571579
clock,test,0.25,0.25,0.0,2026,admm,1,45.22543509964627,0.9757647775659561
clock,test,0.25,0.25,0.0,2026,admm,2,51.61456828242348,0.9949109130783081
clock,test,0.25,0.25,0.0,2026,admm,3,51.13724861531808,0.993196614030838
clock,test,0.25,0.25,0.0,2026,admm,4,51.30717951690276,0.993157457772255
clock,test,0.25,0.25,0.0,2026,admm,5,52.94933129561953,0.9952558956069947
clock,test,0.25,0.25,0.0,2026,admm,6,53.77807335690019,0.9960259824600219
clock,test,0.5,0.4998931884765625,0.0,2026,hqs,1,46.68088806250005,0.9834030932502746
clock,test,0.5,0.4998931884765625,0.0,2026,hqs,2,51.55597998458064,0.9945142818059921
clock,test,0.5,0.4998931884765625,0.0,2026,hqs,3,54.31444940018396,0.9968847106142044
clock,test,0.5,0.4998931884765625,0.0,2026,hqs,4,55.60559410560628,0.9972805515995026
clock,test,0.5,0.4998931884765625,0.0,2026,hqs,5,55.698215203845564,0.9973665432519913
clock,test,0.5,0.4998931884765625,0.0,2026,hqs,6,56.03512262019147,0.9975323871946334
clock,test,0.5,0.4998931884765625,0.0,2026,admm,1,46.94812573126863,0.9818294887199401
clock,test,0.5,0.4998931884765625,0.0,2026,admm,2,54.72351614308469,0.996914598107338
clock,test,0.5,0.4998931884765625,0.0,2026,admm,3,53.44387588118843,0.9956539124593735
clock,test,0.5,0.4998931884765625,0.0,2026,admm,4,53.3001629254852,0.9954754175748826
clock,test,0.5,0.4998931884765625,0.0,2026,admm,5,55.0849780687087,0.9969457278757096
clock,test,0.5,0.4998931884765625,0.0,2026,admm,6,56.12084401707959,0.9975594570751191
clock,test,0.1,0.1001129150390625,0.01,2026,hqs,1,40.92792525869029,0.9470020175976753
clock,test,0.1,0.1001129150390625,0.01,2026,hqs,2,42.02777989239998,0.9576886574907303
clock,test,0.1,0.1001129150390625,0.01,2026,hqs,3,42.81863397459312,0.9629690629348755
clock,test,0.1,0.1001129150390625,0.01,2026,hqs,4,43.09463568249691,0.9650255621938706
clock,test,0.1,0.1001129150390625,0.01,2026,hqs,5,43.01151133417691,0.9634977466306687
clock,test,0.1,0.1001129150390625,0.01,2026,hqs,6,42.57211749607418,0.9582669592952728
clock,test,0.1,0.1001129150390625,0.01,2026,admm,1,41.67539000409278,0.9548487163083553
clock,test,0.1,0.1001129150390625,0.01,2026,admm,2,43.153590340584564,0.9663642160921097
clock,test,0.1,0.1001129150390625,0.01,2026,admm,3,42.37454545571369,0.9565632593212128
clock,test,0.1,0.1001129150390625,0.01,2026,admm,4,42.38235608287599,0.9560743827419281
clock,test,0.1,0.1001129150390625,0.01,2026,admm,5,42.44516877352609,0.9564178750543595
clock,test,0.1,0.1001129150390625,0.01,2026,admm,6,43.172300477014346,0.9635824233779907
clock,test,0.1,0.1001129150390625,0.01,2027,hqs,1,40.87849364451419,0.9466119937989712
clock,test,0.1,0.1001129150390625,0.01,2027,hqs,2,41.942396269648555,0.9566875402977466
clock,test,0.1,0.1001129150390625,0.01,2027,hqs,3,42.742591323444366,0.9621453736114502
clock,test,0.1,0.1001129150390625,0.01,2027,hqs,4,43.06972364422816,0.9647526194872856
clock,test,0.1,0.1001129150390625,0.01,2027,hqs,5,42.97507113436503,0.9629926294550896
clock,test,0.1,0.1001129150390625,0.01,2027,hqs,6,42.539325167220596,0.9580889561109542
clock,test,0.1,0.1001129150390625,0.01,2027,admm,1,41.63307034211361,0.9545699066586495
clock,test,0.1,0.1001129150390625,0.01,2027,admm,2,43.08880846001763,0.9654238243145943
clock,test,0.1,0.1001129150390625,0.01,2027,admm,3,42.38373049066854,0.9560406214923859
clock,test,0.1,0.1001129150390625,0.01,2027,admm,4,42.40274759962554,0.9556323840827942
clock,test,0.1,0.1001129150390625,0.01,2027,admm,5,42.45354018291571,0.9559991982011795
clock,test,0.1,0.1001129150390625,0.01,2027,admm,6,43.25627825218997,0.9639261883707047
clock,test,0.1,0.1001129150390625,0.01,2028,hqs,1,40.97434692967531,0.947986670671463
clock,test,0.1,0.1001129150390625,0.01,2028,hqs,2,42.001758585316935,0.9571289182925224
clock,test,0.1,0.1001129150390625,0.01,2028,hqs,3,42.790109396390946,0.9622497910075187
clock,test,0.1,0.1001129150390625,0.01,2028,hqs,4,43.06284987613015,0.9641672974729538
clock,test,0.1,0.1001129150390625,0.01,2028,hqs,5,43.0209583858997,0.9630858053283692
clock,test,0.1,0.1001129150390625,0.01,2028,hqs,6,42.571704802222186,0.9580739868659973
clock,test,0.1,0.1001129150390625,0.01,2028,admm,1,41.69698288196269,0.9553920979690552
clock,test,0.1,0.1001129150390625,0.01,2028,admm,2,43.20152971006621,0.9662905771961212
clock,test,0.1,0.1001129150390625,0.01,2028,admm,3,42.47869361645591,0.9568343762321472
clock,test,0.1,0.1001129150390625,0.01,2028,admm,4,42.45063967699265,0.9558657507858276
clock,test,0.1,0.1001129150390625,0.01,2028,admm,5,42.480945779446316,0.9558586483325958
clock,test,0.1,0.1001129150390625,0.01,2028,admm,6,43.35448454362034,0.9644618639860153
clock,test,0.1,0.1001129150390625,0.05,2026,hqs,1,30.386335441731553,0.5832682288863659
clock,test,0.1,0.1001129150390625,0.05,2026,hqs,2,30.560753246526374,0.601718429279089
clock,test,0.1,0.1001129150390625,0.05,2026,hqs,3,30.419293351757485,0.5959497012827396
clock,test,0.1,0.1001129150390625,0.05,2026,hqs,4,30.009342985349367,0.5732348353581429
clock,test,0.1,0.1001129150390625,0.05,2026,hqs,5,30.092211753466003,0.5806093370724916
clock,test,0.1,0.1001129150390625,0.05,2026,hqs,6,29.669261886678893,0.5559754400413036
clock,test,0.1,0.1001129150390625,0.05,2026,admm,1,30.964826221198845,0.6186228226611614
clock,test,0.1,0.1001129150390625,0.05,2026,admm,2,30.71417357034463,0.6147183502106667
clock,test,0.1,0.1001129150390625,0.05,2026,admm,3,30.15930109431961,0.5866835298278332
clock,test,0.1,0.1001129150390625,0.05,2026,admm,4,29.81206141375429,0.5683338133265972
clock,test,0.1,0.1001129150390625,0.05,2026,admm,5,29.594707412236843,0.5555509702067375
clock,test,0.1,0.1001129150390625,0.05,2026,admm,6,30.136887221446216,0.5866872411663532
clock,test,0.1,0.1001129150390625,0.05,2027,hqs,1,30.26317018391923,0.574986510374099
clock,test,0.1,0.1001129150390625,0.05,2027,hqs,2,30.46620313036236,0.5952119712019265
clock,test,0.1,0.1001129150390625,0.05,2027,hqs,3,30.322990769324996,0.5889474628881216
clock,test,0.1,0.1001129150390625,0.05,2027,hqs,4,29.99551079301089,0.5714904665520602
clock,test,0.1,0.1001129150390625,0.05,2027,hqs,5,29.985529165039793,0.5734912694533318
clock,test,0.1,0.1001129150390625,0.05,2027,hqs,6,29.6448246181324,0.5539264390478283
clock,test,0.1,0.1001129150390625,0.05,2027,admm,1,30.98873261678305,0.6181996736736596
clock,test,0.1,0.1001129150390625,0.05,2027,admm,2,30.764844445265545,0.6160796696664542
clock,test,0.1,0.1001129150390625,0.05,2027,admm,3,30.121500670449453,0.5807410661931187
clock,test,0.1,0.1001129150390625,0.05,2027,admm,4,29.76518863144179,0.562190984164238
clock,test,0.1,0.1001129150390625,0.05,2027,admm,5,29.614395273129823,0.5536678713581562
clock,test,0.1,0.1001129150390625,0.05,2027,admm,6,30.13627769412354,0.5842784283305407
clock,test,0.1,0.1001129150390625,0.05,2028,hqs,1,30.359245760719592,0.5802420056023597
clock,test,0.1,0.1001129150390625,0.05,2028,hqs,2,30.517923528504554,0.5971275268855095
clock,test,0.1,0.1001129150390625,0.05,2028,hqs,3,30.345958442064212,0.5880308722423315
clock,test,0.1,0.1001129150390625,0.05,2028,hqs,4,30.045235546073137,0.5717876428149938
clock,test,0.1,0.1001129150390625,0.05,2028,hqs,5,29.976756323056645,0.5700600664826632
clock,test,0.1,0.1001129150390625,0.05,2028,hqs,6,29.67796756705093,0.5530228396095633
clock,test,0.1,0.1001129150390625,0.05,2028,admm,1,31.104030429264004,0.6267889134347439
clock,test,0.1,0.1001129150390625,0.05,2028,admm,2,30.621330902822052,0.6060518507903815
clock,test,0.1,0.1001129150390625,0.05,2028,admm,3,30.089401157050297,0.5778036678263545
clock,test,0.1,0.1001129150390625,0.05,2028,admm,4,29.80319813717696,0.5629171171702146
clock,test,0.1,0.1001129150390625,0.05,2028,admm,5,29.558710948158,0.5478689067637921
clock,test,0.1,0.1001129150390625,0.05,2028,admm,6,30.12360969148415,0.581331007306397
checkerboard,stress,0.01,0.01031494140625,0.0,2026,hqs,1,6.019860357839583,0.003563399965646864
checkerboard,stress,0.01,0.01031494140625,0.0,2026,hqs,2,6.020208249764228,0.0035554781136543515
checkerboard,stress,0.01,0.01031494140625,0.0,2026,hqs,3,6.020114814756921,0.003477724058645152
checkerboard,stress,0.01,0.01031494140625,0.0,2026,hqs,4,6.020521607292205,0.0035632767580534566
checkerboard,stress,0.01,0.01031494140625,0.0,2026,hqs,5,6.020239526146474,0.003513001610431951
checkerboard,stress,0.01,0.01031494140625,0.0,2026,hqs,6,6.020078136323431,0.0035350564036648064
checkerboard,stress,0.01,0.01031494140625,0.0,2026,admm,1,6.020181990439638,0.0035290502095881612
checkerboard,stress,0.01,0.01031494140625,0.0,2026,admm,2,6.020295849955159,0.003475349162998971
checkerboard,stress,0.01,0.01031494140625,0.0,2026,admm,3,6.019941441784789,0.0034605525874136112
checkerboard,stress,0.01,0.01031494140625,0.0,2026,admm,4,6.0200944589371,0.0035232649439586677
checkerboard,stress,0.01,0.01031494140625,0.0,2026,admm,5,6.020093492050675,0.003566490673321826
checkerboard,stress,0.01,0.01031494140625,0.0,2026,admm,6,6.020110729052963,0.0035804448584863748
checkerboard,stress,0.04,0.041259765625,0.0,2026,hqs,1,6.05072833273681,0.015337313614056089
checkerboard,stress,0.04,0.041259765625,0.0,2026,hqs,2,6.05322430808042,0.01561167574798311
checkerboard,stress,0.04,0.041259765625,0.0,2026,hqs,3,6.053385295454209,0.015557261515835592
checkerboard,stress,0.04,0.041259765625,0.0,2026,hqs,4,6.052212793462797,0.015372272031767671
checkerboard,stress,0.04,0.041259765625,0.0,2026,hqs,5,6.051328487312034,0.015227874463049
checkerboard,stress,0.04,0.041259765625,0.0,2026,hqs,6,6.050524194067387,0.01504224134336844
checkerboard,stress,0.04,0.041259765625,0.0,2026,admm,1,6.049221657243741,0.014853267578418605
checkerboard,stress,0.04,0.041259765625,0.0,2026,admm,2,6.052499165675326,0.015292837918102284
checkerboard,stress,0.04,0.041259765625,0.0,2026,admm,3,6.049470009812497,0.014567017887660131
checkerboard,stress,0.04,0.041259765625,0.0,2026,admm,4,6.043478174091011,0.013471894867895861
checkerboard,stress,0.04,0.041259765625,0.0,2026,admm,5,6.038426118603827,0.012528554756153568
checkerboard,stress,0.04,0.041259765625,0.0,2026,admm,6,6.034618526886625,0.011598223230750488
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,hqs,1,6.463563657151415,0.17006285539488467
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,hqs,2,6.493010208351452,0.17515054055566487
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,hqs,3,6.513028304133513,0.17664425266129055
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,hqs,4,6.517930420690721,0.18094331156986362
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,hqs,5,6.515150562666695,0.18288268717454376
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,hqs,6,6.513902375408272,0.18288406766359921
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,admm,1,6.4566892879003035,0.16761103538321706
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,admm,2,6.483137635742132,0.16979100791499063
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,admm,3,6.499045520179095,0.17029789447540472
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,admm,4,6.4982365228714345,0.18330652451453544
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,admm,5,6.49515974216558,0.17904043301281702
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,admm,6,6.492603629716339,0.18049001231273007
checkerboard,stress,0.25,0.25,0.0,2026,hqs,1,9.61798637802378,0.6720853881106377
checkerboard,stress,0.25,0.25,0.0,2026,hqs,2,10.287025554746245,0.726595159134388
checkerboard,stress,0.25,0.25,0.0,2026,hqs,3,11.109650773079757,0.7776977850146294
checkerboard,stress,0.25,0.25,0.0,2026,hqs,4,12.021986655298864,0.8249797537198067
checkerboard,stress,0.25,0.25,0.0,2026,hqs,5,12.921194714675845,0.8617875933032035
checkerboard,stress,0.25,0.25,0.0,2026,hqs,6,13.759669435675821,0.8890935029754639
checkerboard,stress,0.25,0.25,0.0,2026,admm,1,9.640696894888396,0.6743430795817376
checkerboard,stress,0.25,0.25,0.0,2026,admm,2,10.441048309245618,0.7364881978406906
checkerboard,stress,0.25,0.25,0.0,2026,admm,3,11.48719134149123,0.8002681936883926
checkerboard,stress,0.25,0.25,0.0,2026,admm,4,12.68346742774353,0.8551307526693344
checkerboard,stress,0.25,0.25,0.0,2026,admm,5,13.79860196787032,0.8919765140781403
checkerboard,stress,0.25,0.25,0.0,2026,admm,6,14.755164662640238,0.9157141248645783
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,hqs,1,12.538089359147232,0.846838458828926
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,hqs,2,14.05785778418668,0.897835489115715
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,hqs,3,15.279202328231513,0.9249000478487015
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,hqs,4,16.604613995532166,0.9467398061075211
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,hqs,5,17.76550065108832,0.9603228933515549
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,hqs,6,18.86899331879243,0.9699926217889786
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,admm,1,12.612644698464576,0.8499778893470764
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,admm,2,14.20288334987972,0.9013588089122773
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,admm,3,16.315058469723816,0.9430209276752471
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,admm,4,18.373335094581698,0.9663272744197845
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,admm,5,20.100353315574623,0.9781433765277863
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,admm,6,21.324267460291075,0.9838218676719666
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,hqs,1,6.463263718645971,0.17006637316716416
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,hqs,2,6.492891690151973,0.17517800295072242
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,hqs,3,6.5132532932294795,0.1767475478987089
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,hqs,4,6.518265345257559,0.18109303789836356
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,hqs,5,6.515845271125346,0.1831223063315825
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,hqs,6,6.51477114441041,0.18317725286371495
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,admm,1,6.456357168892405,0.1676040992051161
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,admm,2,6.483103057722355,0.1698122615099269
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,admm,3,6.499313734370917,0.170407113359167
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,admm,4,6.498580256008669,0.18349995307447156
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,admm,5,6.495396951624604,0.17916702697762063
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,admm,6,6.49292635493282,0.18070028391944426
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,hqs,1,6.463068492879418,0.1700075926308694
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,hqs,2,6.492352351118326,0.17509333779261121
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,hqs,3,6.512420281255897,0.1766142953723719
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,hqs,4,6.517220369333399,0.18088192870392694
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,hqs,5,6.514613197950915,0.1828961723528883
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,hqs,6,6.513228124773867,0.18287862210323358
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,admm,1,6.45616731106998,0.16755752913822175
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,admm,2,6.482569913451288,0.16974591814693613
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,admm,3,6.498804466024816,0.17031536551788984
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,admm,4,6.498019301858278,0.1833145839458878
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,admm,5,6.49525983460242,0.17915496872532333
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,admm,6,6.492836687652793,0.1805968744972357
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,hqs,1,6.463261310974041,0.17014478919656126
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,hqs,2,6.4930191282824135,0.17530796407948449
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,hqs,3,6.5134059917720455,0.1768844791659122
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,hqs,4,6.518305091153573,0.18121477050260015
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,hqs,5,6.515546546530362,0.18320017709714145
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,hqs,6,6.514232817756916,0.18318735737747943
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,admm,1,6.456334064401262,0.1676735199163096
