image,split,cr,actual_cr,sigma,seed,method,psnr,ssim,seconds,relative_residual
page,test,0.1,0.1001129150390625,0.01,2028,fista_dct,20.884525862374005,0.46926622155253855,0.22835320798913017,0.0023552062358783072
page,test,0.1,0.1001129150390625,0.01,2028,hqs,23.73863887303009,0.8333438707228582,2.978080749991932,0.003170730546116829
page,test,0.1,0.1001129150390625,0.01,2028,admm,23.74206367257077,0.8387394280144163,3.2704288749955595,0.004596669692546129
page,test,0.1,0.1001129150390625,0.05,2026,adjoint,20.525225098629182,0.40956338091689276,2.387499262113124e-05,0.0036571272648870945
page,test,0.1,0.1001129150390625,0.05,2026,fista_dct,19.97817376006556,0.36733877099501666,0.24049024999840185,0.004389204511309838
page,test,0.1,0.1001129150390625,0.05,2026,hqs,21.585060730290838,0.561876993270386,3.070639958998072,0.002218890003859997
page,test,0.1,0.1001129150390625,0.05,2026,admm,21.568983733725112,0.5730960395706552,3.1521052080061054,0.0024585502687841654
page,test,0.1,0.1001129150390625,0.05,2027,adjoint,20.51780719517955,0.4092700601160822,2.2541993530467153e-05,0.0036187926307320595
page,test,0.1,0.1001129150390625,0.05,2027,fista_dct,20.05488565064079,0.3758237414393503,0.22935870799119584,0.004478113050911259
page,test,0.1,0.1001129150390625,0.05,2027,hqs,21.435236666300312,0.5568080824475155,3.073736916994676,0.0019638286903500557
page,test,0.1,0.1001129150390625,0.05,2027,admm,21.45047566434368,0.5689488705940966,3.0992971249943366,0.0022449044045060873
page,test,0.1,0.1001129150390625,0.05,2028,adjoint,20.51790846025691,0.408320710548614,2.4416993255726993e-05,0.003756373655050993
page,test,0.1,0.1001129150390625,0.05,2028,fista_dct,20.00662194366732,0.37158821882293186,0.22930929198628291,0.0044588069493426115
page,test,0.1,0.1001129150390625,0.05,2028,hqs,21.3967321012207,0.547259785184383,3.1467935419932473,0.002244185656309128
page,test,0.1,0.1001129150390625,0.05,2028,admm,21.38343592311603,0.5575820012471256,3.1364480829943204,0.001970563316717744
clock,test,0.01,0.01031494140625,0.0,2026,adjoint,34.25491183902457,0.8340882366316097,1.3208002201281488e-05,0.0018260334618389606
clock,test,0.01,0.01031494140625,0.0,2026,fista_dct,37.276814813371345,0.9590175833028177,0.2102348750049714,0.00020158131235593373
clock,test,0.01,0.01031494140625,0.0,2026,hqs,40.38693305672287,0.9793073368795957,3.327856709001935,0.0011262432672083378
clock,test,0.01,0.01031494140625,0.0,2026,admm,42.04538109369135,0.9816091497425735,3.2282065419858554,0.0014651980018243194
clock,test,0.04,0.041259765625,0.0,2026,adjoint,37.059495146680796,0.8783396896574497,2.3207991034723818e-05,0.0024568154476583004
clock,test,0.04,0.041259765625,0.0,2026,fista_dct,41.038902421950844,0.9673454731500148,0.21488558300188743,0.0004190635153653107
clock,test,0.04,0.041259765625,0.0,2026,hqs,45.85374403897831,0.9903364841856956,3.2159997089911485,0.001021641306579113
clock,test,0.04,0.041259765625,0.0,2026,admm,46.700733712773,0.9910141063127518,3.1045282910054084,0.0012582337949424982
clock,test,0.1,0.1001129150390625,0.0,2026,adjoint,38.694221390296576,0.9002065091385841,2.1916988771408796e-05,0.0030073043890297413
clock,test,0.1,0.1001129150390625,0.0,2026,fista_dct,43.793139206667455,0.9784965499124527,0.2072191670013126,0.0006319646219686294
clock,test,0.1,0.1001129150390625,0.0,2026,hqs,50.44045416348767,0.9940481624355316,3.203733000002103,0.0004427033709362149
clock,test,0.1,0.1001129150390625,0.0,2026,admm,51.33720573025687,0.9943688346967697,3.100664917001268,0.000857610022649169
clock,test,0.25,0.25,0.0,2026,adjoint,40.65069464300634,0.9283891567964554,4.4500004150904715e-05,0.0037955131847411394
clock,test,0.25,0.25,0.0,2026,fista_dct,49.02082205429669,0.9917484219474793,0.22674883299623616,0.0009264488654596757
clock,test,0.25,0.25,0.0,2026,hqs,53.54731304468253,0.9959491081571579,3.1330069579998963,0.00023207097547128797
clock,test,0.25,0.25,0.0,2026,admm,53.77807335690019,0.9960259824600219,3.157215124985669,0.00039892346831038594
clock,test,0.5,0.4998931884765625,0.0,2026,adjoint,41.78206503822984,0.9413813026618958,5.545800377149135e-05,0.004957662895321846
clock,test,0.5,0.4998931884765625,0.0,2026,fista_dct,53.27631824864697,0.9960343411874771,0.23682991600071546,0.0012084179186166474
clock,test,0.5,0.4998931884765625,0.0,2026,hqs,56.03512262019147,0.9975323871946334,3.0410850000043865,0.0002633240364957601
clock,test,0.5,0.4998931884765625,0.0,2026,admm,56.12084401707959,0.9975594570751191,3.161990959008108,0.00035206114989705384
clock,test,0.1,0.1001129150390625,0.01,2026,adjoint,37.74139611813721,0.8775979100723267,2.3832995793782175e-05,0.0030075842514634132
clock,test,0.1,0.1001129150390625,0.01,2026,fista_dct,40.30111697105546,0.9358430118477344,0.2164187089947518,0.0006673642337925303
clock,test,0.1,0.1001129150390625,0.01,2026,hqs,42.57211749607418,0.9582669592952728,3.0230374579987256,0.0002925674489233643
clock,test,0.1,0.1001129150390625,0.01,2026,admm,43.172300477014346,0.9635824233779907,3.2888151250081137,0.0005166163318790495
clock,test,0.1,0.1001129150390625,0.01,2027,adjoint,37.70811893581492,0.8772471476464272,3.024999750778079e-05,0.0030073877424001694
clock,test,0.1,0.1001129150390625,0.01,2027,fista_dct,40.33387671012307,0.9366462283368111,0.2628304169920739,0.0006695451045574814
clock,test,0.1,0.1001129150390625,0.01,2027,hqs,42.539325167220596,0.9580889561109542,3.1148634999990463,0.0002891655021812767
clock,test,0.1,0.1001129150390625,0.01,2027,admm,43.25627825218997,0.9639261883707047,2.9508645000023535,0.000596913043409586
clock,test,0.1,0.1001129150390625,0.01,2028,adjoint,37.73644299671546,0.8776524599642753,2.416600182186812e-05,0.003007656428962946
clock,test,0.1,0.1001129150390625,0.01,2028,fista_dct,40.297574103103926,0.9356156731829643,0.2028925420017913,0.0006668263450608594
clock,test,0.1,0.1001129150390625,0.01,2028,hqs,42.571704802222186,0.9580739868659973,3.055568666997715,0.0003128163516521454
clock,test,0.1,0.1001129150390625,0.01,2028,admm,43.35448454362034,0.9644618639860153,3.119119209004566,0.0005997555563226342
clock,test,0.1,0.1001129150390625,0.05,2026,adjoint,30.14884120960393,0.5647538067743778,2.4374996428377926e-05,0.0030062950681895018
clock,test,0.1,0.1001129150390625,0.05,2026,fista_dct,28.576640374174573,0.4797944787016213,0.2395059999980731,0.0007150321367035301
clock,test,0.1,0.1001129150390625,0.05,2026,hqs,29.669261886678893,0.5559754400413036,3.14518649999809,0.001058716676197946
clock,test,0.1,0.1001129150390625,0.05,2026,admm,30.136887221446216,0.5866872411663532,3.1751129170006607,0.001577017130330205
clock,test,0.1,0.1001129150390625,0.05,2027,adjoint,30.04985086647984,0.5587943550404608,2.4916997062973678e-05,0.0030061760917305946
clock,test,0.1,0.1001129150390625,0.05,2027,fista_dct,28.540348605553596,0.4775417871479318,0.2364848750003148,0.0006777831301610409
clock,test,0.1,0.1001129150390625,0.05,2027,hqs,29.6448246181324,0.5539264390478283,3.0896600420092,0.0008521164418198168
clock,test,0.1,0.1001129150390625,0.05,2027,admm,30.13627769412354,0.5842784283305407,3.148001291003311,0.0015262647066265345
clock,test,0.1,0.1001129150390625,0.05,2028,adjoint,30.11762293247987,0.5624975509878397,2.19999928958714e-05,0.0030059253331273794
clock,test,0.1,0.1001129150390625,0.05,2028,fista_dct,28.57114326245358,0.47601291353034975,0.2257216250000056,0.000681669929182161
clock,test,0.1,0.1001129150390625,0.05,2028,hqs,29.67796756705093,0.5530228396095633,3.123756165994564,0.0007984809344634414
clock,test,0.1,0.1001129150390625,0.05,2028,admm,30.12360969148415,0.581331007306397,3.1661013330012793,0.001704353024251759
checkerboard,stress,0.01,0.01031494140625,0.0,2026,adjoint,6.019103806396872,0.003613028045562418,1.4042001566849649e-05,0.0018521130550652742
checkerboard,stress,0.01,0.01031494140625,0.0,2026,fista_dct,6.020110053190082,0.003514647726951669,0.18158429198956583,0.00022149516812891752
checkerboard,stress,0.01,0.01031494140625,0.0,2026,hqs,6.020078136323431,0.0035350564036648064,3.123227832998964,0.0013674217043444514
checkerboard,stress,0.01,0.01031494140625,0.0,2026,admm,6.020110729052963,0.0035804448584863748,3.1729710419895127,0.002111753448843956
checkerboard,stress,0.04,0.041259765625,0.0,2026,adjoint,6.044671445086076,0.013874046390528492,2.7667003450915217e-05,0.002479963470250368
checkerboard,stress,0.04,0.041259765625,0.0,2026,fista_dct,6.0220450555092135,0.013968201950633165,0.2030991250067018,0.0005272502502670401
checkerboard,stress,0.04,0.041259765625,0.0,2026,hqs,6.050524194067387,0.01504224134336844,3.231547583010979,0.0001276269176742062
checkerboard,stress,0.04,0.041259765625,0.0,2026,admm,6.034618526886625,0.011598223230750488,3.325437499996042,0.0004885074449703097
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,adjoint,6.440613276420572,0.158590177127889,2.3542001144960523e-05,0.01731094904243946
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,fista_dct,8.18554304909182,0.47647427633282147,0.22905979199276771,0.035079772577364166
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,hqs,6.513902375408272,0.18288406766359921,3.1506114160001744,0.004480388946831226
checkerboard,stress,0.1,0.1001129150390625,0.0,2026,admm,6.492603629716339,0.18049001231273007,3.225637540992466,0.006630436051636934
checkerboard,stress,0.25,0.25,0.0,2026,adjoint,9.351024832408042,0.6479099715361595,4.070799332112074e-05,0.14448897540569305
checkerboard,stress,0.25,0.25,0.0,2026,fista_dct,13.171710202549944,0.8709456274757386,0.2326500409981236,0.1159549077838107
checkerboard,stress,0.25,0.25,0.0,2026,hqs,13.759669435675821,0.8890935029754639,3.1490659580013016,0.07982774823904037
checkerboard,stress,0.25,0.25,0.0,2026,admm,14.755164662640238,0.9157141248645783,3.2001469590031775,0.05940732732415199
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,adjoint,12.03055408163747,0.8253462017230988,5.608299397863448e-05,0.15504463016986847
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,fista_dct,14.327175015420732,0.9039401540813446,0.2408367080060998,0.12429857396720699
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,hqs,18.86899331879243,0.9699926217889786,3.103397333994508,0.06125742197036743
checkerboard,stress,0.5,0.4998931884765625,0.0,2026,admm,21.324267460291075,0.9838218676719666,3.1765660410019336,0.04232292249798775
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,adjoint,6.440138267867539,0.15856313646486658,2.587500785011798e-05,0.017355019226670265
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,fista_dct,8.181501003890615,0.4761361920180804,0.23671524999372195,0.03511305820839859
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,hqs,6.51477114441041,0.18317725286371495,3.181534666000516,0.004445916973054409
checkerboard,stress,0.1,0.1001129150390625,0.01,2026,admm,6.49292635493282,0.18070028391944426,3.3315787080064183,0.00675218878313899
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,adjoint,6.440067091756654,0.15854789615744916,2.7000001864507794e-05,0.01735679991543293
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,fista_dct,8.184215303274781,0.47660013931891315,0.24644704199454281,0.035218375035408554
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,hqs,6.513228124773867,0.18287862210323358,3.1546394580072956,0.004456328693777323
checkerboard,stress,0.1,0.1001129150390625,0.01,2027,admm,6.492836687652793,0.1805968744972357,3.248687583996798,0.006677461788058281
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,adjoint,6.440097383419293,0.15863355393720585,2.474999928381294e-05,0.017249196767807007
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,fista_dct,8.181891156676798,0.4761642402989104,0.2386641659977613,0.03513070950736782
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,hqs,6.514232817756916,0.18318735737747943,3.0535717089951504,0.004442804027348757
checkerboard,stress,0.1,0.1001129150390625,0.01,2028,admm,6.491307295317823,0.18052441479192224,3.1985178329923656,0.006676089949905872
checkerboard,stress,0.1,0.1001129150390625,0.05,2026,adjoint,6.428281265907431,0.1581285796426174,2.4958993890322745e-05,0.017797352746129036
checkerboard,stress,0.1,0.1001129150390625,0.05,2026,fista_dct,8.14151917936118,0.471528159035163,0.24369945800572168,0.036347855865664004
checkerboard,stress,0.1,0.1001129150390625,0.05,2026,hqs,6.508192793434377,0.18456368475126064,3.1655221249966417,0.004684031940996647
checkerboard,stress,0.1,0.1001129150390625,0.05,2026,admm,6.476902461855901,0.18069381712769955,3.1903866670036223,0.007020053453743458
checkerboard,stress,0.1,0.1001129150390625,0.05,2027,adjoint,6.428082088903192,0.1580573639738739,2.7541987947188318e-05,0.017806388437747955
checkerboard,stress,0.1,0.1001129150390625,0.05,2027,fista_dct,8.148974750607152,0.4735267346685122,0.2499660000030417,0.037081143288744754
checkerboard,stress,0.1,0.1001129150390625,0.05,2027,hqs,6.501449277560294,0.18320706105078047,3.1173318329965696,0.004828030709177256
checkerboard,stress,0.1,0.1001129150390625,0.05,2027,admm,6.476795299759931,0.18036800648221699,3.3345940410072217,0.0068192798644304276
checkerboard,stress,0.1,0.1001129150390625,0.05,2028,adjoint,6.427924772096999,0.15847445295866538,2.462499833200127e-05,0.017232488840818405
checkerboard,stress,0.1,0.1001129150390625,0.05,2028,fista_dct,8.147295036012581,0.4723980604201084,0.2430347920017084,0.03602602260061248
checkerboard,stress,0.1,0.1001129150390625,0.05,2028,hqs,6.505958466651524,0.18460107554166874,3.0829037920047995,0.004648005124181509
checkerboard,stress,0.1,0.1001129150390625,0.05,2028,admm,6.470317746522122,0.18008787002984042,3.2120377909886884,0.0070229265838861465
small_text,stress,0.01,0.01031494140625,0.0,2026,adjoint,18.63167489492242,0.5433473205373202,1.2999997125007212e-05,0.004769136197865009
small_text,stress,0.01,0.01031494140625,0.0,2026,fista_dct,18.765047309139813,0.71582697811869,0.2223260000027949,0.004761561625324724
small_text,stress,0.01,0.01031494140625,0.0,2026,hqs,19.490460828428308,0.8588540487865567,3.1615735000086715,0.0027572361286729574
small_text,stress,0.01,0.01031494140625,0.0,2026,admm,19.538327827798252,0.8659945913715481,3.1461849169863854,0.0032780540641397238
small_text,stress,0.04,0.041259765625,0.0,2026,adjoint,19.415623270072313,0.5233068248120714,1.833400165196508e-05,0.007152254227548838
small_text,stress,0.04,0.041259765625,0.0,2026,fista_dct,19.24195099466074,0.5034381023447927,0.2202536249969853,0.0076342325860658585
small_text,stress,0.04,0.041259765625,0.0,2026,hqs,22.55934056319721,0.921632021988323,3.2166338749957504,0.0028479271568357944
small_text,stress,0.04,0.041259765625,0.0,2026,admm,22.579284817694194,0.9250712847508653,3.1371977079979843,0.0028506931848824024
small_text,stress,0.1,0.1001129150390625,0.0,2026,adjoint,20.475472225764157,0.5162465826635957,2.316699828952551e-05,0.011542568914592266
small_text,stress,0.1,0.1001129150390625,0.0,2026,fista_dct,20.189080812870937,0.4364333262863569,0.2270837090036366,0.014244730213714946
small_text,stress,0.1,0.1001129150390625,0.0,2026,hqs,31.037390158545875,0.9852206552014351,2.974045416005538,0.0023629439529031515
small_text,stress,0.1,0.1001129150390625,0.0,2026,admm,30.78665589695873,0.9838747625133991,3.077308207997703,0.0017982545541599393
small_text,stress,0.25,0.25,0.0,2026,adjoint,22.90308096913349,0.5674124704900384,2.8291993658058345e-05,0.01401663850992918
small_text,stress,0.25,0.25,0.0,2026,fista_dct,22.85356263359826,0.49059963000279666,0.2341752920037834,0.014662959748404696
small_text,stress,0.25,0.25,0.0,2026,hqs,42.27712087955179,0.9980085035886764,2.956498667001142,0.001223731436766684
small_text,stress,0.25,0.25,0.0,2026,admm,42.80578098045491,0.9982052646999359,3.123592624993762,0.0011465009301900864
small_text,stress,0.5,0.4998931884765625,0.0,2026,adjoint,26.46464643066694,0.6460084510933757,4.8542002332396805e-05,0.013250637799501419
small_text,stress,0.5,0.4998931884765625,0.0,2026,fista_dct,26.59391845916985,0.5799796117494106,0.23850245898938738,0.01153700958666702
small_text,stress,0.5,0.4998931884765625,0.0,2026,hqs,52.732720874422874,0.9996464176092148,3.0399754579993896,0.0009397883550263941
small_text,stress,0.5,0.4998931884765625,0.0,2026,admm,51.41632230783861,0.9993529988183976,3.1621193339960882,0.0009162873029708862
small_text,stress,0.1,0.1001129150390625,0.01,2026,adjoint,20.439874936009566,0.5023504162000567,4.033399454783648e-05,0.011679665185511112
small_text,stress,0.1,0.1001129150390625,0.01,2026,fista_dct,20.16618981260153,0.4246250275654644,0.2520650829974329,0.014560491903774859
small_text,stress,0.1,0.1001129150390625,0.01,2026,hqs,29.53833830882667,0.9471047901101113,3.172931499997503,0.002756837522611022
small_text,stress,0.1,0.1001129150390625,0.01,2026,admm,29.98029161176055,0.9569776194736958,3.2146001670043916,0.0031316359527409077
small_text,stress,0.1,0.1001129150390625,0.01,2027,adjoint,20.44656321957415,0.5014868530091942,2.3917004000395536e-05,0.01186115201562643
small_text,stress,0.1,0.1001129150390625,0.01,2027,fista_dct,20.15891470208413,0.42347960278379915,0.24112874999991618,0.014741251759313057
small_text,stress,0.1,0.1001129150390625,0.01,2027,hqs,29.44882522943434,0.948899247068286,3.1312263750005513,0.002854460384696722
small_text,stress,0.1,0.1001129150390625,0.01,2027,admm,29.838288105068663,0.9568294011220932,3.1957862499984913,0.0031383929308503866
small_text,stress,0.1,0.1001129150390625,0.01,2028,adjoint,20.445642812745678,0.5026075566138625,2.404199040029198e-05,0.011792043223977089
small_text,stress,0.1,0.1001129150390625,0.01,2028,fista_dct,20.14345541682678,0.42409612211938946,0.24182795800152235,0.014724527232236606
small_text,stress,0.1,0.1001129150390625,0.01,2028,hqs,29.39586856877125,0.9489244019119739,3.1899852919887053,0.002741488628089428
small_text,stress,0.1,0.1001129150390625,0.01,2028,admm,29.787170701470252,0.9583010421032906,3.1361322080047103,0.0031178060453385115
small_text,stress,0.1,0.1001129150390625,0.05,2026,adjoint,19.80314751827837,0.35192124744112696,2.4583001504652202e-05,0.019691433757543564
small_text,stress,0.1,0.1001129150390625,0.05,2026,fista_dct,19.369385106761392,0.2957825505829828,0.24719883399666287,0.026349321406354806
small_text,stress,0.1,0.1001129150390625,0.05,2026,hqs,21.249766383247323,0.38001757430797817,3.0462026669993065,0.00491040525957942
small_text,stress,0.1,0.1001129150390625,0.05,2026,admm,20.91452890602577,0.36282635852561146,3.178381999998237,0.003919969312846661
small_text,stress,0.1,0.1001129150390625,0.05,2027,adjoint,19.853052790083744,0.35455811963098494,2.5832996470853686e-05,0.020726239308714867
small_text,stress,0.1,0.1001129150390625,0.05,2027,fista_dct,19.374662599480562,0.2997568977589514,0.24308420800662134,0.027005287071398643
small_text,stress,0.1,0.1001129150390625,0.05,2027,hqs,21.340081219940817,0.3879266108798385,3.2230382919951808,0.004980618599802256
small_text,stress,0.1,0.1001129150390625,0.05,2027,admm,21.10892978359031,0.3791516920919418,3.298676375008654,0.003983560483902693
small_text,stress,0.1,0.1001129150390625,0.05,2028,adjoint,19.858960563291994,0.3573226660764515,2.6500012609176338e-05,0.020510176196694374
small_text,stress,0.1,0.1001129150390625,0.05,2028,fista_dct,19.35751232522933,0.3006094427718446,0.24409691699838731,0.0272040630372166
small_text,stress,0.1,0.1001129150390625,0.05,2028,hqs,21.408558354245557,0.3946845482615605,3.115103750009439,0.005165245849639177
small_text,stress,0.1,0.1001129150390625,0.05,2028,admm,21.053326508259286,0.3766225640650522,3.161725749989273,0.004016202408820391
